AccountingDate,Date,CoinIn,Games
6/6/2023,6/6/23 2:00 PM,460671.14,318976
6/6/2023,6/6/23 3:00 PM,545401.82,303631
6/6/2023,6/6/23 4:00 PM,614298.31,326255
6/6/2023,6/6/23 5:00 PM,527598.76,326358
6/6/2023,6/6/23 6:00 PM,581791.46,336179
6/6/2023,6/6/23 7:00 PM,586860.31,344343
6/6/2023,6/6/23 8:00 PM,649456.44,358151
6/6/2023,6/6/23 9:00 PM,583794.46,326715
6/6/2023,6/6/23 10:00 PM,526090.61,292331
6/6/2023,6/6/23 11:00 PM,490022.45,240556
6/6/2023,6/7/23 12:00 AM,374634.24,177585
6/6/2023,6/7/23 1:00 AM,274507.26,144789
6/6/2023,6/7/23 2:00 AM,195786.13,101961
6/6/2023,6/7/23 3:00 AM,159178.48,75779
6/6/2023,6/7/23 4:00 AM,74403.75,47260
6/6/2023,6/7/23 5:00 AM,54919.72,39500
6/7/2023,6/7/23 6:00 AM,27792.76,16731
6/7/2023,6/7/23 7:00 AM,30871.07,21012
6/7/2023,6/7/23 8:00 AM,47229.05,35760
6/7/2023,6/7/23 9:00 AM,107823.27,57710
6/7/2023,6/7/23 10:00 AM,190410.2,122368
6/7/2023,6/7/23 11:00 AM,246566.44,169049
6/7/2023,6/7/23 12:00 PM,319996.44,217573
6/7/2023,6/7/23 1:00 PM,397443.81,242643
6/7/2023,6/7/23 2:00 PM,401747.06,264841
6/7/2023,6/7/23 3:00 PM,452649.19,277043
6/7/2023,6/7/23 4:00 PM,442016.86,280668
6/7/2023,6/7/23 5:00 PM,460545.28,291130
6/7/2023,6/7/23 6:00 PM,501282.36,295073
6/7/2023,6/7/23 7:00 PM,547266.34,312393
6/7/2023,6/7/23 8:00 PM,527683.71,294289
6/7/2023,6/7/23 9:00 PM,523035.08,289059
6/7/2023,6/7/23 10:00 PM,457179.55,269229
6/7/2023,6/7/23 11:00 PM,373113.06,217739
6/7/2023,6/8/23 12:00 AM,299527.95,171275
6/7/2023,6/8/23 1:00 AM,214748.82,123426
6/7/2023,6/8/23 2:00 AM,171653.31,96497
6/7/2023,6/8/23 3:00 AM,133388.39,66843
6/7/2023,6/8/23 4:00 AM,104047.7,52505
6/7/2023,6/8/23 5:00 AM,97829.07,47959
6/8/2023,6/8/23 6:00 AM,53108.75,25362
6/8/2023,6/8/23 7:00 AM,60021.83,29384
6/8/2023,6/8/23 8:00 AM,72827.93,42633
6/8/2023,6/8/23 9:00 AM,111785.14,69192
6/8/2023,6/8/23 10:00 AM,175513.55,109426
6/8/2023,6/8/23 11:00 AM,258566.89,148579
6/8/2023,6/8/23 12:00 PM,327588.3,176635
6/8/2023,6/8/23 1:00 PM,350415.29,199456
6/8/2023,6/8/23 2:00 PM,352703.57,227700
6/8/2023,6/8/23 3:00 PM,374045.36,226337
6/8/2023,6/8/23 4:00 PM,424617.2,246870
6/8/2023,6/8/23 5:00 PM,475510.53,253650
6/8/2023,6/8/23 6:00 PM,511047.75,291706
6/8/2023,6/8/23 7:00 PM,518711.3,309105
6/8/2023,6/8/23 8:00 PM,448319.17,294606
6/8/2023,6/8/23 9:00 PM,483548.23,291755
6/8/2023,6/8/23 10:00 PM,498293.75,286148
6/8/2023,6/8/23 11:00 PM,464799.05,250105
6/8/2023,6/9/23 12:00 AM,350391.47,188711
6/8/2023,6/9/23 1:00 AM,265174.89,136251
6/8/2023,6/9/23 2:00 AM,190606.37,90809
6/8/2023,6/9/23 3:00 AM,148056.94,72797
6/8/2023,6/9/23 4:00 AM,131026.64,55517
6/8/2023,6/9/23 5:00 AM,90548.3,45418
6/9/2023,6/9/23 6:00 AM,49593.6,25356
6/9/2023,6/9/23 7:00 AM,67395.92,34013
6/9/2023,6/9/23 8:00 AM,103245.41,60751
6/9/2023,6/9/23 9:00 AM,205079.75,107926
6/9/2023,6/9/23 10:00 AM,320527.4,171899
6/9/2023,6/9/23 11:00 AM,414809.62,216981
6/9/2023,6/9/23 12:00 PM,524713.49,256017
6/9/2023,6/9/23 1:00 PM,543118.47,271455
6/9/2023,6/9/23 2:00 PM,571807.06,312392
6/9/2023,6/9/23 3:00 PM,555458.84,311128
6/9/2023,6/9/23 4:00 PM,578137.89,321308
6/9/2023,6/9/23 5:00 PM,567330.97,354331
6/9/2023,6/9/23 6:00 PM,686846.59,420407
6/9/2023,6/9/23 7:00 PM,870645.02,520028
6/9/2023,6/9/23 8:00 PM,1158211.01,602110
6/9/2023,6/9/23 9:00 PM,1149486.52,599204
6/9/2023,6/9/23 10:00 PM,970505.2,530895
6/9/2023,6/9/23 11:00 PM,867685.01,456605
6/9/2023,6/10/23 12:00 AM,809744.94,389088
6/9/2023,6/10/23 1:00 AM,583092.37,287981
6/9/2023,6/10/23 2:00 AM,550666.08,206593
6/9/2023,6/10/23 3:00 AM,398399.18,150529
6/9/2023,6/10/23 4:00 AM,313715.71,97652
6/9/2023,6/10/23 5:00 AM,243988.27,101193
6/10/2023,6/10/23 6:00 AM,91767.7,49408
6/10/2023,6/10/23 7:00 AM,114780.3,58379
6/10/2023,6/10/23 8:00 AM,130914.33,69852
6/10/2023,6/10/23 9:00 AM,153572.35,89563
6/10/2023,6/10/23 10:00 AM,215795.7,124765
6/10/2023,6/10/23 11:00 AM,299868.43,154247
6/10/2023,6/10/23 12:00 PM,372950.53,190435
6/10/2023,6/10/23 1:00 PM,440215.09,245482
6/10/2023,6/10/23 2:00 PM,514268.86,297940
6/10/2023,6/10/23 3:00 PM,585723.29,333682
6/10/2023,6/10/23 4:00 PM,660141.55,377382
6/10/2023,6/10/23 5:00 PM,709203.5,390189
6/10/2023,6/10/23 6:00 PM,649432.1,405182
6/10/2023,6/10/23 7:00 PM,765908.31,428083
6/10/2023,6/10/23 8:00 PM,777128.07,435565
6/10/2023,6/10/23 9:00 PM,751613.3,429219
6/10/2023,6/10/23 10:00 PM,728623.32,401173
6/10/2023,6/10/23 11:00 PM,668038.72,371389
6/10/2023,6/11/23 12:00 AM,674502.87,368871
6/10/2023,6/11/23 1:00 AM,555721.45,310550
6/10/2023,6/11/23 2:00 AM,459061.96,249946
6/10/2023,6/11/23 3:00 AM,387386.39,196888
6/10/2023,6/11/23 4:00 AM,287619.26,137988
6/10/2023,6/11/23 5:00 AM,205078.53,99002
6/11/2023,6/11/23 6:00 AM,80274.2,45172
6/11/2023,6/11/23 7:00 AM,97618.76,51279
6/11/2023,6/11/23 8:00 AM,119903.62,66809
6/11/2023,6/11/23 9:00 AM,150486.45,95260
6/11/2023,6/11/23 10:00 AM,254653.22,162445
6/11/2023,6/11/23 11:00 AM,326107.58,218398
6/11/2023,6/11/23 12:00 PM,452350.05,268835
6/11/2023,6/11/23 1:00 PM,529638.67,311551
6/11/2023,6/11/23 2:00 PM,521946.49,343302
6/11/2023,6/11/23 3:00 PM,615237.75,381316
6/11/2023,6/11/23 4:00 PM,601700.39,342129
6/11/2023,6/11/23 5:00 PM,517342.72,312087
6/11/2023,6/11/23 6:00 PM,552307.06,323206
6/11/2023,6/11/23 7:00 PM,598302.2,319558
6/11/2023,6/11/23 8:00 PM,591467.74,305894
6/11/2023,6/11/23 9:00 PM,550482.78,295971
6/11/2023,6/11/23 10:00 PM,479870.45,263835
6/11/2023,6/11/23 11:00 PM,370342.2,226846
6/11/2023,6/12/23 12:00 AM,303150.7,181831
6/11/2023,6/12/23 1:00 AM,222829.88,131594
6/11/2023,6/12/23 2:00 AM,123777.5,83056
6/11/2023,6/12/23 3:00 AM,87493.16,60361
6/11/2023,6/12/23 4:00 AM,76177.15,43852
6/11/2023,6/12/23 5:00 AM,90748.92,44188
6/12/2023,6/12/23 6:00 AM,60562.2,27598
6/12/2023,6/12/23 7:00 AM,51337.36,31498
6/12/2023,6/12/23 8:00 AM,70354.21,52813
6/12/2023,6/12/23 9:00 AM,165674.96,127883
6/12/2023,6/12/23 10:00 AM,326156.86,237363
6/12/2023,6/12/23 11:00 AM,507672.34,345427
6/12/2023,6/12/23 12:00 PM,618794.64,412192
6/12/2023,6/12/23 1:00 PM,625073.99,429872
6/12/2023,6/12/23 2:00 PM,628684.33,452118
6/12/2023,6/12/23 3:00 PM,659493.41,461541
6/12/2023,6/12/23 4:00 PM,713616.21,488041
6/12/2023,6/12/23 5:00 PM,785128.32,494143
6/12/2023,6/12/23 6:00 PM,788357.19,493749
6/12/2023,6/12/23 7:00 PM,745709.13,478030
6/12/2023,6/12/23 8:00 PM,726017.27,420099
6/12/2023,6/12/23 9:00 PM,635735.64,369477
6/12/2023,6/12/23 10:00 PM,516409.84,292956
6/12/2023,6/12/23 11:00 PM,543038.45,239985
6/12/2023,6/13/23 12:00 AM,425399.99,168070
6/12/2023,6/13/23 1:00 AM,301675.68,109264
6/12/2023,6/13/23 2:00 AM,166724.52,72702
6/12/2023,6/13/23 3:00 AM,96689.7,59409
6/12/2023,6/13/23 4:00 AM,63019.93,38787
6/12/2023,6/13/23 5:00 AM,60178.12,38781
6/13/2023,6/13/23 6:00 AM,36113.14,19888
6/13/2023,6/13/23 7:00 AM,54739.36,27304
6/13/2023,6/13/23 8:00 AM,64194.73,38554
6/13/2023,6/13/23 9:00 AM,82617.12,60281
6/13/2023,6/13/23 10:00 AM,176608.12,122425
6/13/2023,6/13/23 11:00 AM,271613.5,189389
6/13/2023,6/13/23 12:00 PM,344264.02,227286
6/13/2023,6/13/23 1:00 PM,422613.51,254308
6/13/2023,6/13/23 2:00 PM,540905.74,297228
6/13/2023,6/13/23 3:00 PM,507074.79,286008
6/13/2023,6/13/23 4:00 PM,537826.77,298305
6/13/2023,6/13/23 5:00 PM,502539.38,312198
6/13/2023,6/13/23 6:00 PM,527405.23,331943
6/13/2023,6/13/23 7:00 PM,498827.56,327654
6/13/2023,6/13/23 8:00 PM,528134.21,314016
6/13/2023,6/13/23 9:00 PM,461003.25,275163
6/13/2023,6/13/23 10:00 PM,442716.95,247985
6/13/2023,6/13/23 11:00 PM,331972.86,209449
6/13/2023,6/14/23 12:00 AM,251232.83,141929
6/13/2023,6/14/23 1:00 AM,205828.25,111603
6/13/2023,6/14/23 2:00 AM,139559.38,77291
6/13/2023,6/14/23 3:00 AM,117777.83,56939
6/13/2023,6/14/23 4:00 AM,80338.68,36630
6/13/2023,6/14/23 5:00 AM,72100.89,37917
6/14/2023,6/14/23 6:00 AM,44631.98,18982
6/14/2023,6/14/23 7:00 AM,45400.93,25479
6/14/2023,6/14/23 8:00 AM,72164.91,36849
6/14/2023,6/14/23 9:00 AM,122387.37,66748
6/14/2023,6/14/23 10:00 AM,208943.62,115486
6/14/2023,6/14/23 11:00 AM,278439.63,150148
6/14/2023,6/14/23 12:00 PM,353172.06,174259
6/14/2023,6/14/23 1:00 PM,395632.98,226797
6/14/2023,6/14/23 2:00 PM,447577.56,225776
6/14/2023,6/14/23 3:00 PM,439877.1,238385
6/14/2023,6/14/23 4:00 PM,487186.7,259175
6/14/2023,6/14/23 5:00 PM,465026.11,266302
6/14/2023,6/14/23 6:00 PM,509413.03,290481
6/14/2023,6/14/23 7:00 PM,460138.58,295303
6/14/2023,6/14/23 8:00 PM,507438.92,298760
6/14/2023,6/14/23 9:00 PM,579467.26,290601
6/14/2023,6/14/23 10:00 PM,499658.35,265435
6/14/2023,6/14/23 11:00 PM,496021.79,253071
6/14/2023,6/15/23 12:00 AM,392075.69,202899
6/14/2023,6/15/23 1:00 AM,322701.93,157690
6/14/2023,6/15/23 2:00 AM,210541.38,103718
6/14/2023,6/15/23 3:00 AM,174471.12,72325
6/14/2023,6/15/23 4:00 AM,93986.84,48743
6/14/2023,6/15/23 5:00 AM,108261.67,48506
6/15/2023,6/15/23 6:00 AM,51068.67,21915
6/15/2023,6/15/23 7:00 AM,59536,28095
6/15/2023,6/15/23 8:00 AM,75692.74,44401
6/15/2023,6/15/23 9:00 AM,134651.79,72685
6/15/2023,6/15/23 10:00 AM,226929.14,134349
6/15/2023,6/15/23 11:00 AM,321198.85,188082
6/15/2023,6/15/23 12:00 PM,358976.81,232654
6/15/2023,6/15/23 1:00 PM,382217.75,253343
6/15/2023,6/15/23 2:00 PM,422542.81,273480
6/15/2023,6/15/23 3:00 PM,467036.7,292552
6/15/2023,6/15/23 4:00 PM,523479.69,325569
6/15/2023,6/15/23 5:00 PM,563009.28,350488
6/15/2023,6/15/23 6:00 PM,607493.06,369060
6/15/2023,6/15/23 7:00 PM,663791.32,380632
6/15/2023,6/15/23 8:00 PM,665482.2,399630
6/15/2023,6/15/23 9:00 PM,635753.26,361604
6/15/2023,6/15/23 10:00 PM,625527.99,348463
6/15/2023,6/15/23 11:00 PM,535150.41,271297
6/15/2023,6/16/23 12:00 AM,425368.78,194830
6/15/2023,6/16/23 1:00 AM,370245.71,143083
6/15/2023,6/16/23 2:00 AM,225533.43,107094
6/15/2023,6/16/23 3:00 AM,163388.09,77432
6/15/2023,6/16/23 4:00 AM,146402.92,60645
6/15/2023,6/16/23 5:00 AM,147927.24,51812
6/16/2023,6/16/23 6:00 AM,77293.85,31389
6/16/2023,6/16/23 7:00 AM,100593.07,44035
6/16/2023,6/16/23 8:00 AM,133505.79,72012
6/16/2023,6/16/23 9:00 AM,224285.58,115976
6/16/2023,6/16/23 10:00 AM,324581.32,182898
6/16/2023,6/16/23 11:00 AM,424105.47,232206
6/16/2023,6/16/23 12:00 PM,484127.28,284622
6/16/2023,6/16/23 1:00 PM,541398.36,311737
6/16/2023,6/16/23 2:00 PM,650427.22,351424
6/16/2023,6/16/23 3:00 PM,641461.54,356985
6/16/2023,6/16/23 4:00 PM,705399.2,379763
6/16/2023,6/16/23 5:00 PM,855220.33,450304
6/16/2023,6/16/23 6:00 PM,881711.12,485750
6/16/2023,6/16/23 7:00 PM,984538.92,582489
6/16/2023,6/16/23 8:00 PM,1202612.25,634454
6/16/2023,6/16/23 9:00 PM,1141114.92,621992
6/16/2023,6/16/23 10:00 PM,1098892.42,579781
6/16/2023,6/16/23 11:00 PM,973486.81,532720
6/16/2023,6/17/23 12:00 AM,904672.92,446764
6/16/2023,6/17/23 1:00 AM,729245.44,365802
6/16/2023,6/17/23 2:00 AM,469180.63,239267
6/16/2023,6/17/23 3:00 AM,344565.09,170877
6/16/2023,6/17/23 4:00 AM,203093.78,107409
6/16/2023,6/17/23 5:00 AM,166447.8,91766
6/17/2023,6/17/23 6:00 AM,84243.18,42876
6/17/2023,6/17/23 7:00 AM,86053.95,55120
6/17/2023,6/17/23 8:00 AM,125601.58,65954
6/17/2023,6/17/23 9:00 AM,178784.03,97044
6/17/2023,6/17/23 10:00 AM,239615.39,134289
6/17/2023,6/17/23 11:00 AM,296550.73,164136
6/17/2023,6/17/23 12:00 PM,348529.46,194630
6/17/2023,6/17/23 1:00 PM,438145.18,236555
6/17/2023,6/17/23 2:00 PM,435758.42,266386
6/17/2023,6/17/23 3:00 PM,434527.17,271923
6/17/2023,6/17/23 4:00 PM,473003.61,282759
6/17/2023,6/17/23 5:00 PM,511837.16,297191
6/17/2023,6/17/23 6:00 PM,571907.09,312682
6/17/2023,6/17/23 7:00 PM,634437.43,347409
6/17/2023,6/17/23 8:00 PM,722224.56,402677
6/17/2023,6/17/23 9:00 PM,692665.73,385960
6/17/2023,6/17/23 10:00 PM,761758.75,422039
6/17/2023,6/17/23 11:00 PM,720208.29,423022
6/17/2023,6/18/23 12:00 AM,658413.52,409399
6/17/2023,6/18/23 1:00 AM,610494.23,340733
6/17/2023,6/18/23 2:00 AM,557283.52,273592
6/17/2023,6/18/23 3:00 AM,396948.72,193931
6/17/2023,6/18/23 4:00 AM,255418.11,134364
6/17/2023,6/18/23 5:00 AM,163079.51,94541
6/18/2023,6/18/23 6:00 AM,82007.09,47177
6/18/2023,6/18/23 7:00 AM,80620.91,52088
6/18/2023,6/18/23 8:00 AM,108366.72,62126
6/18/2023,6/18/23 9:00 AM,151307.14,105236
6/18/2023,6/18/23 10:00 AM,261427.09,174178
6/18/2023,6/18/23 11:00 AM,345305.54,233547
6/18/2023,6/18/23 12:00 PM,428281.25,262803
6/18/2023,6/18/23 1:00 PM,465575.01,290466
6/18/2023,6/18/23 2:00 PM,542503.16,347470
6/18/2023,6/18/23 3:00 PM,567086.44,386370
6/18/2023,6/18/23 4:00 PM,586828.01,371490
6/18/2023,6/18/23 5:00 PM,598259.32,351637
6/18/2023,6/18/23 6:00 PM,598861.5,361371
6/18/2023,6/18/23 7:00 PM,588268.21,365098
6/18/2023,6/18/23 8:00 PM,542187.09,373933
6/18/2023,6/18/23 9:00 PM,623244.48,367962
6/18/2023,6/18/23 10:00 PM,592204.91,356491
6/18/2023,6/18/23 11:00 PM,539962.6,304826
6/18/2023,6/19/23 12:00 AM,468973.76,244472
6/18/2023,6/19/23 1:00 AM,354118.71,189602
6/18/2023,6/19/23 2:00 AM,270628.89,139464
6/18/2023,6/19/23 3:00 AM,222595.15,86888
6/18/2023,6/19/23 4:00 AM,173056.2,51125
6/18/2023,6/19/23 5:00 AM,147673.31,46579
6/19/2023,6/19/23 6:00 AM,78731.99,26210
6/19/2023,6/19/23 7:00 AM,62268.77,42776
6/19/2023,6/19/23 8:00 AM,104338.59,71351
6/19/2023,6/19/23 9:00 AM,252183,165825
6/19/2023,6/19/23 10:00 AM,366361.66,296097
6/19/2023,6/19/23 11:00 AM,572502.7,429187
6/19/2023,6/19/23 12:00 PM,657653.56,470591
6/19/2023,6/19/23 1:00 PM,737611.61,535553
6/19/2023,6/19/23 2:00 PM,748464.66,537772
6/19/2023,6/19/23 3:00 PM,757232.16,519306
6/19/2023,6/19/23 4:00 PM,737268.34,510846
6/19/2023,6/19/23 5:00 PM,683330.85,480351
6/19/2023,6/19/23 6:00 PM,667772.6,456683
6/19/2023,6/19/23 7:00 PM,689253.67,459465
6/19/2023,6/19/23 8:00 PM,665593.97,431590
6/19/2023,6/19/23 9:00 PM,563981.61,381368
6/19/2023,6/19/23 10:00 PM,505620.56,307456
6/19/2023,6/19/23 11:00 PM,368981.8,229110
6/19/2023,6/20/23 12:00 AM,254960.64,153823
6/19/2023,6/20/23 1:00 AM,207577.17,106653
6/19/2023,6/20/23 2:00 AM,136693.97,73253
6/19/2023,6/20/23 3:00 AM,109692.49,48102
6/19/2023,6/20/23 4:00 AM,66074.12,31001
6/19/2023,6/20/23 5:00 AM,73219.83,37370
6/20/2023,6/20/23 6:00 AM,54799.91,21645
6/20/2023,6/20/23 7:00 AM,82982.8,31051
6/20/2023,6/20/23 8:00 AM,68143.77,37804
6/20/2023,6/20/23 9:00 AM,97510.62,67106
6/20/2023,6/20/23 10:00 AM,204776.11,125332
6/20/2023,6/20/23 11:00 AM,244810.47,167495
6/20/2023,6/20/23 12:00 PM,275398.46,189643
6/20/2023,6/20/23 1:00 PM,376416.74,225090
6/20/2023,6/20/23 2:00 PM,424557.66,247215
6/20/2023,6/20/23 3:00 PM,444061.82,265533
6/20/2023,6/20/23 4:00 PM,529180.47,287753
6/20/2023,6/20/23 5:00 PM,433771.27,265885
6/20/2023,6/20/23 6:00 PM,469118.81,292091
6/20/2023,6/20/23 7:00 PM,458567.28,290065
6/20/2023,6/20/23 8:00 PM,567433.38,297210
6/20/2023,6/20/23 9:00 PM,491503.65,279709
6/20/2023,6/20/23 10:00 PM,498773.37,252449
6/20/2023,6/20/23 11:00 PM,436416.46,202190
6/20/2023,6/21/23 12:00 AM,340429.62,141674
6/20/2023,6/21/23 1:00 AM,216414.59,107176
6/20/2023,6/21/23 2:00 AM,149330.32,87800
6/20/2023,6/21/23 3:00 AM,113287.47,59865
6/20/2023,6/21/23 4:00 AM,83339.99,39468
6/20/2023,6/21/23 5:00 AM,57435.86,36514
6/21/2023,6/21/23 6:00 AM,25261.33,15404
6/21/2023,6/21/23 7:00 AM,28093.62,19698
6/21/2023,6/21/23 8:00 AM,51717.44,32707
6/21/2023,6/21/23 9:00 AM,89195.22,60125
6/21/2023,6/21/23 10:00 AM,171152.78,115548
6/21/2023,6/21/23 11:00 AM,268083,158067
6/21/2023,6/21/23 12:00 PM,284259.2,180187
6/21/2023,6/21/23 1:00 PM,318120.45,221071
6/21/2023,6/21/23 2:00 PM,367073.9,249982
6/21/2023,6/21/23 3:00 PM,394497.56,268448
6/21/2023,6/21/23 4:00 PM,472425.01,280482
6/21/2023,6/21/23 5:00 PM,583370.24,299206
6/21/2023,6/21/23 6:00 PM,526592.8,292870
6/21/2023,6/21/23 7:00 PM,524903.66,292603
6/21/2023,6/21/23 8:00 PM,503015.02,308350
6/21/2023,6/21/23 9:00 PM,511783.38,299597
6/21/2023,6/21/23 10:00 PM,436662.63,260137
6/21/2023,6/21/23 11:00 PM,362666.79,215565
6/21/2023,6/22/23 12:00 AM,284780.16,174036
6/21/2023,6/22/23 1:00 AM,234601.61,121192
6/21/2023,6/22/23 2:00 AM,156053.17,94433
6/21/2023,6/22/23 3:00 AM,135785.19,64561
6/21/2023,6/22/23 4:00 AM,127343.72,38504
6/21/2023,6/22/23 5:00 AM,116681.46,37041
6/22/2023,6/22/23 6:00 AM,69534.61,18647
6/22/2023,6/22/23 7:00 AM,45392.39,29095
6/22/2023,6/22/23 8:00 AM,59351.86,33755
6/22/2023,6/22/23 9:00 AM,111695.46,54449
6/22/2023,6/22/23 10:00 AM,150762.25,88452
6/22/2023,6/22/23 11:00 AM,191406.45,128404
6/22/2023,6/22/23 12:00 PM,253306.41,162017
6/22/2023,6/22/23 1:00 PM,336410.39,205486
6/22/2023,6/22/23 2:00 PM,366665.7,228365
6/22/2023,6/22/23 3:00 PM,398802.71,263648
6/22/2023,6/22/23 4:00 PM,497672.63,295141
6/22/2023,6/22/23 5:00 PM,530462.97,290484
6/22/2023,6/22/23 6:00 PM,586298.92,325176
6/22/2023,6/22/23 7:00 PM,627439.93,338346
6/22/2023,6/22/23 8:00 PM,594007.09,338713
6/22/2023,6/22/23 9:00 PM,603401.37,320820
6/22/2023,6/22/23 10:00 PM,581511.17,312008
6/22/2023,6/22/23 11:00 PM,502920.3,273893
6/22/2023,6/23/23 12:00 AM,341257.19,200806
6/22/2023,6/23/23 1:00 AM,254620.03,153500
6/22/2023,6/23/23 2:00 AM,164474.42,105681
6/22/2023,6/23/23 3:00 AM,140349.8,75917
6/22/2023,6/23/23 4:00 AM,121091.01,55955
6/22/2023,6/23/23 5:00 AM,95061.45,54955
6/23/2023,6/23/23 6:00 AM,55641.35,33503
6/23/2023,6/23/23 7:00 AM,89970.1,42492
6/23/2023,6/23/23 8:00 AM,144246.42,77661
6/23/2023,6/23/23 9:00 AM,201019.83,114610
6/23/2023,6/23/23 10:00 AM,373308.41,181037
6/23/2023,6/23/23 11:00 AM,421952.9,225490
6/23/2023,6/23/23 12:00 PM,497980.2,270608
6/23/2023,6/23/23 1:00 PM,619089.04,314588
6/23/2023,6/23/23 2:00 PM,724581.02,362033
6/23/2023,6/23/23 3:00 PM,714095.49,378629
6/23/2023,6/23/23 4:00 PM,759015.79,422507
6/23/2023,6/23/23 5:00 PM,858226,461798
6/23/2023,6/23/23 6:00 PM,889349.34,488263
6/23/2023,6/23/23 7:00 PM,1096932.44,584919
6/23/2023,6/23/23 8:00 PM,1236942.3,688232
6/23/2023,6/23/23 9:00 PM,1169324.4,619607
6/23/2023,6/23/23 10:00 PM,1081015.22,559116
6/23/2023,6/23/23 11:00 PM,933831.76,494594
6/23/2023,6/24/23 12:00 AM,750618.18,412755
6/23/2023,6/24/23 1:00 AM,574047.33,307902
6/23/2023,6/24/23 2:00 AM,470125.53,212266
6/23/2023,6/24/23 3:00 AM,283827.3,134850
6/23/2023,6/24/23 4:00 AM,203198.78,96267
6/23/2023,6/24/23 5:00 AM,149285.03,79616
6/24/2023,6/24/23 6:00 AM,93656.29,44550
6/24/2023,6/24/23 7:00 AM,109485.43,57235
6/24/2023,6/24/23 8:00 AM,119620.79,74548
6/24/2023,6/24/23 9:00 AM,151537.7,89773
6/24/2023,6/24/23 10:00 AM,209006.95,115949
6/24/2023,6/24/23 11:00 AM,257101.81,143011
6/24/2023,6/24/23 12:00 PM,358088.92,184384
6/24/2023,6/24/23 1:00 PM,380487.82,226234
6/24/2023,6/24/23 2:00 PM,499932.47,273012
6/24/2023,6/24/23 3:00 PM,487418.16,292043
6/24/2023,6/24/23 4:00 PM,592751.85,308028
6/24/2023,6/24/23 5:00 PM,661615.71,322064
6/24/2023,6/24/23 6:00 PM,712251.62,347062
6/24/2023,6/24/23 7:00 PM,687415.31,373445
6/24/2023,6/24/23 8:00 PM,757144.83,408163
6/24/2023,6/24/23 9:00 PM,825068.45,417116
6/24/2023,6/24/23 10:00 PM,839156.77,401009
6/24/2023,6/24/23 11:00 PM,724825.91,375536
6/24/2023,6/25/23 12:00 AM,693142.02,357925
6/24/2023,6/25/23 1:00 AM,523630.83,294892
6/24/2023,6/25/23 2:00 AM,471768.49,232828
6/24/2023,6/25/23 3:00 AM,331467.28,161175
6/24/2023,6/25/23 4:00 AM,213223.42,110862
6/24/2023,6/25/23 5:00 AM,197758.27,78672
6/25/2023,6/25/23 6:00 AM,116066.44,47702
6/25/2023,6/25/23 7:00 AM,140092.51,63721
6/25/2023,6/25/23 8:00 AM,212656.37,92752
6/25/2023,6/25/23 9:00 AM,233741.97,117757
6/25/2023,6/25/23 10:00 AM,257159.44,152903
6/25/2023,6/25/23 11:00 AM,337448.42,197292
6/25/2023,6/25/23 12:00 PM,469119.07,246326
6/25/2023,6/25/23 1:00 PM,532411.6,291791
6/25/2023,6/25/23 2:00 PM,625578.86,333117
6/25/2023,6/25/23 3:00 PM,723868.49,349087
6/25/2023,6/25/23 4:00 PM,662325.84,372173
6/25/2023,6/25/23 5:00 PM,602311.21,361242
6/25/2023,6/25/23 6:00 PM,656701.24,363630
6/25/2023,6/25/23 7:00 PM,603978.26,335998
6/25/2023,6/25/23 8:00 PM,545170.65,295376
6/25/2023,6/25/23 9:00 PM,521041.44,291836
6/25/2023,6/25/23 10:00 PM,512116.91,264135
6/25/2023,6/25/23 11:00 PM,512324.28,253348
6/25/2023,6/26/23 12:00 AM,406176.71,200922
6/25/2023,6/26/23 1:00 AM,278608.09,142374
6/25/2023,6/26/23 2:00 AM,195745.99,91686
6/25/2023,6/26/23 3:00 AM,150825.52,77773
6/25/2023,6/26/23 4:00 AM,113557.18,53737
6/25/2023,6/26/23 5:00 AM,64938.13,39802
6/26/2023,6/26/23 6:00 AM,30185.46,18613
6/26/2023,6/26/23 7:00 AM,47296.54,30733
6/26/2023,6/26/23 8:00 AM,82824.46,48739
6/26/2023,6/26/23 9:00 AM,129635.59,76960
6/26/2023,6/26/23 10:00 AM,191815.71,120699
6/26/2023,6/26/23 11:00 AM,245350.7,150802
6/26/2023,6/26/23 12:00 PM,364524.57,188510
6/26/2023,6/26/23 1:00 PM,426872.99,228062
6/26/2023,6/26/23 2:00 PM,461788.1,266722
6/26/2023,6/26/23 3:00 PM,477699.05,281327
6/26/2023,6/26/23 4:00 PM,487467.35,295250
6/26/2023,6/26/23 5:00 PM,534783.44,309550
6/26/2023,6/26/23 6:00 PM,598581.25,322473
6/26/2023,6/26/23 7:00 PM,599412.86,323469
6/26/2023,6/26/23 8:00 PM,612605.04,315739
6/26/2023,6/26/23 9:00 PM,564803.74,299173
6/26/2023,6/26/23 10:00 PM,545208.08,251118
6/26/2023,6/26/23 11:00 PM,448547.76,237969
6/26/2023,6/27/23 12:00 AM,317122.74,187290
6/26/2023,6/27/23 1:00 AM,214310.08,134530
6/26/2023,6/27/23 2:00 AM,160732.71,89389
6/26/2023,6/27/23 3:00 AM,146147.36,64957
6/26/2023,6/27/23 4:00 AM,146006.99,47063
6/26/2023,6/27/23 5:00 AM,127937.72,41253
6/27/2023,6/27/23 6:00 AM,76776.48,22730
6/27/2023,6/27/23 7:00 AM,75221.65,28162
6/27/2023,6/27/23 8:00 AM,75778.49,43414
